iter	Logloss
348	0.3019975818
349	0.3018584318
350	0.3016055703
351	0.3013761384
352	0.3011631478
353	0.3010250133
354	0.300902848
355	0.3007462771
356	0.3006091552
357	0.3004618536
358	0.3003313792
359	0.3001356703
360	0.2999718404
361	0.2998306422
362	0.2997192105
363	0.2994708372
364	0.2993657445
365	0.2991594743
366	0.2990292198
367	0.2988303309
368	0.2986674198
369	0.2985453469
370	0.2983351784
371	0.2981833877
372	0.2979971902
373	0.2978449983
374	0.2976803212
375	0.2975055953
376	0.2973183498
377	0.2971548904
378	0.2970511521
379	0.2968587118
380	0.2967087578
381	0.296536607
382	0.2963507468
383	0.296196151
384	0.2960294156
385	0.2959125965
386	0.2958005449
387	0.2956885256
388	0.2955713139
389	0.2954402655
390	0.2952833156
391	0.2950979316
392	0.2950002891
394645
394	0.2956922705
395	0.295589281
396	0.2953823564
397	0.2952813673
398	0.2951268508
399	0.2949832473
400	0.2948528097
401	0.2947201901
402	0.2945502575
403	0.2944378132
404	0.2942986693
405	0.2942002978
406	0.2941350152
407	0.2940515531
408	0.2939404167
409	0.2938310219
410	0.2936574572
411	0.2934941933
412	0.2933996131
413	0.2932844127
414	0.2931268918
415	0.2929648062
416	0.2928391565
417	0.2926477067
418	0.2925594099
419	0.2924107152
420	0.2922876866
421	0.2921539865
422	0.2920246338
423	0.291866121
4	0.1535219966
425	0.1533454921
426	0.1532299495
427	0.1530605773
428	0.152897238
429	0.1527862099
430	0.1524361598
431	0.1522689693
432	0.1519387069
433	0.1517912159
434	0.1515843902
435	0.1513588444
436	0.1512297613
437	0.1511420737
438	0.151010397
439	0.1507635241
440	0.1505335099
441	0.1503304938
442	0.1501617585
443	0.1501190347
444	0.1498099001
445	0.1497390763
446	0.1495655499
447	0.1493306531
448	0.1491271692
449	0.1488676678
450	0.1485885083
451	0.1484169067
452	0.1483435209
453	0.1482488742
454	0.1481340205
455	0.1480220516
456	0.147830885
457	0.1476245695
458	0.1474301475
459	0.1472477175
460	0.1471387661
461	0.1470570636
462	0.14685914
463	0.1467528349
464	0.1467113138
465	0.1465428963
466	0.1464056373
467	0.1463344906
468	0.146115365
469	0.1458996247
470	0.1456879311
471	0.1456705677
472	0.1454760594
473	0.1453264946
474	0.1451881616
475	0.145063892
476	0.1448489966
477	0.1447892382
478	0.1444650141
479	0.1443181779
480	0.1441053492
481	0.1438931875
482	0.1437793328
483	0.1436402901
484	0.1434396799
485	0.143328794
486	0.1431542384
487	0.1431404909
488	0.1428875593
489	0.1426909387
490	0.1425608523
491	0.1423345888
492	0.1422983673
493	0.1422277978
494	0.1419824115
495	0.1417967779
496	0.1416302389
497	0.1414499271
498	0.1413882918
499	0.1412763476
500	0.1411565251
501	0.1409775123
502	0.1409458014
503	0.1406892724
504	0.1405868504
505	0.1404362367
506	0.1403289655
507	0.1402163782
508	0.1399383753
509	0.1398453564
510	0.1395349898
511	0.1394674372
512	0.1393045341
513	0.1391857765
514	0.1390013903
515	0.1389350968
516	0.1387963829
517	0.1387614446
518	0.1385003499
519	0.1383349366
520	0.1382449261
521	0.138070173
522	0.1378495244
523	0.1376481289
524	0.1373831453
525	0.1372015785
526	0.1370833466
527	0.1369320049
528	0.136751374
529	0.1365553278
530	0.1364184434
531	0.1362232912
532	0.1360477546
533	0.1358068679
534	0.1356508686
535	0.1355040993
536	0.1355024075
537	0.1352545394
538	0.1351467946
539	0.1350787358
540	0.1348550592
541	0.1347271772
542	0.1344956818
543	0.1343163895
544	0.1341762788
545	0.1339640795
546	0.1339215098
547	0.1337906684
548	0.133693323
549	0.1335429311
550	0.1334395919
551	0.1332970032
552	0.13321221
553	0.1330813868
554	0.133039348
555	0.132974359
556	0.1327966285
557	0.1325511968
558	0.1325272395
559	0.1324152928
560	0.1322002075
561	0.1320296114
562	0.1319025751
563	0.1318084446
564	0.1316449645
565	0.1314136617
566	0.1312049007
567	0.1310813444
568	0.1309644011
569	0.130810111
570	0.130661025
571	0.1305725908
572	0.1305031109
573	0.1304504327
574	0.1303424074
575	0.1301856138
576	0.1300323103
577	0.1299207928
578	0.129806771
579	0.1297874416
580	0.1296980052
581	0.1296053556
582	0.1294027988
583	0.12930996
584	0.129141196
585	0.1290618045
586	0.1289215101
587	0.12863721
588	0.1283852474
589	0.1282724851
590	0.1281254244
591	0.1280221511
592	0.1279068667
593	0.1278080791
594	0.1277168379
595	0.1275596268
596	0.1274328082
597	0.1273887539
598	0.1272947848
599	0.127070024
600	0.1268922375
601	0.1267866319
602	0.1266461648
603	0.1265073514
604	0.1263587567
605	0.126306802
606	0.1261736232
607	0.1259777215
608	0.1258530548
609	0.1256940354
610	0.1255733721
611	0.1254634341
612	0.1253748613
613	0.1253280276
614	0.1251941149
615	0.1251130046
616	0.125013285
617	0.1248512933
618	0.1247568741
619	0.1245619331
620	0.1243558925
621	0.1241885189
622	0.124103824
623	0.1240564555
624	0.1238508476
625	0.1237237275
626	0.1236035788
627	0.1234809043
628	0.1233123039

628	0.1750688086
629	0.1749545467
630	0.1748183124
631	0.1746886553
632	0.1745416196
633	0.1744272775
634	0.1743144319
635	0.1741472683
636	0.1740548967
16
638	0.1180353255
639	0.1179570495
640	0.1177799331
641	0.1176082006
9891283
643	0.1158223179
644	0.1156702972
645	0.1155152912
646	0.1154686499
647	0.1152164378
648	0.1150804223
649	0.1149465033
650	0.1148822474
651	0.1148165052
652	0.1147691336
653	0.1147403403
654	0.1145986985
655	0.1145084127
656	0.1143565591
657	0.1143547339
658	0.1142028265
9
659	0.1709729811
660	0.1708374017
661	0.1707207969
662	0.1706199827
663	0.1705221068
664	0.1704133791
665	0.1704123879
666	0.1703128818
667	0.1702041024
668	0.1701474337
669	0.1700861003
670	0.1699277602
671	0.1699023343
672	0.1698447628
673	0.1697450663
674	0.169644499
675	0.1694668251
676	0.1693974696
677	0.1692432424
678	0.1691979282
679	0.1690605009
680	0.1688579892
681	0.1688304968
682	0.1687227819
683	0.1686029172
684	0.1685399444
685	0.1684775179
686	0.1683325334
687	0.168197529
688	0.168046119
689	0.1679116267
690	0.1677420332
691	0.1676105795
692	0.167548672
693	0.1674189589
694	0.1673995636
695	0.1672635313
696	0.1671018144
697	0.1670677787
698	0.1669080102
699	0.1667937333
700	0.1666522279
701	0.1665452782
702	0.1664318289
9
702	0.1627424557
703	0.1626919224
704	0.1626230373
705	0.1625154664
706	0.1623939078
707	0.1622727955
708	0.1621632425
709	0.162076428
710	0.1620335323
711	0.1618703904
712	0.1617521327
713	0.1616791463
714	0.161535818
715	0.1614265661
716	0.1613180945
717	0.1612257649
718	0.1611427337
719	0.1609815451
720	0.1608046762
721	0.1606670049
722	0.1605561461
723	0.1605409354
724	0.1604027392
725	0.1603226971
726	0.1602118843
727	0.1600828508
728	0.1599845758
729	0.1598275597
730	0.1597242397
731	0.1596659862
3	0.2620422134
734	0.2619901624
735	0.2619469077
736737	0.26512704737	0.2618095545
738739	0.2649672739	740	0.2648805740	741	0.2648391741	742	0.2647739742	0.2614653068
743	0.2613533336
744745	0.26461744745	0.2612140745	746	0.2611435741
747748	0.26444331748749	0.2643748	749750	0.26433790750751	0.26427189751752	0.26418525752753	0.26411752753754	0.26406500754755	0.26398878755756	0.2638924756757	0.26382607757758	0.2637759402
759	0.2636780287
760	0.2636049373
761	0.2635371028
762	0.263465304
763	0.2634058353
764	0.2633092656
765	0.2632453252
766	0.2631891368
767	0.2631354163
768	0.26307228768769	0.26300683769770	0.26296598770771	0.26290170771	0.2596398746
772	0.2595765012
773	0.2595278532
774775	0.26261626775776	0.26253426776777	0.26247244777778	0.26239222
779	0.2623235796
780	0.262244631
781	0.2622011837
782	0.2621310101
783	0.262086814
784	0.2619962793
785	0.261920468
786	0.2618419894
787	0.2617928598
788	0.2617094831
789	0.2616373801
790	0.2615716847
791	0.2614790	0.1792	0.2614791	0.1793	0.2613792	0.1794	0.2613793	0.147180385
794	0.1470612983
795	0.146883472
796	0.1467578821
797	0.1466176473
798	0.1465742057
799	0.1465011335
800	0.1464100782
801	0.1463148685
802	0.1461980529
803	0.1461249562
804	0.14806	0.260805	0.14807	0.26806	0.145808	0.2807	0.1456413339
808	0.1454810	0.2809	0.1453472446
810	0.1452762667
811	0.1452122998
812	0.1450829032
813	0.1450085715
814	0.1449816	0.2815	0.1448817	0.2816	0.1447818	0.2817	0.1446819	0.2818	0.1446820	0.2597201405
821	0.2596674348
822	0.2596069368
823	0.2595178784
824	0.2594784457
825	0.2594317433
826	0.2593385298
827	0.2592950542
828	0.2592273277
829	0.2591437477
830	0.2590808431
831	0.2590458607
832	0.2589911211
833	0.2589571517
834	0.2588625518
835	0.2588068772
836	0.2587639335
837	0.2587240838
838	0.2586046298
839	0.2584954701
840	0.2584509055
841	0.2583714905
842	0.2583028093
843	0.2582254771
844	0.258177933
845	0.2580851144
846	0.2580447415
847	0.2579806487
848	0.2579020211
849	0.2578306168
850	0.2577637074
851	0.2576677121
852	0.2575958791
853	0.2575260247
854	0.2574903846
855	0.2574479453
856	0.2573855271
857	0.257325865
858	0.2572674549
859	0.2572242351
860	0.2571708911
861	0.2570949127
862	0.2570400792
863	0.2569707647
864	0.2569237123
865	0.2568635405
866	0.2567727436
867	0.25672185
868	0.2566643886
869	0.2565829444
870	0.2565244468
871	0.2564737187
872	0.2563745913
873	0.2562770702
874	0.256201047
875	0.2561520302
876	0.2560929292
877	0.2560025374
878	0.2559568161
879	0.2558742386
880	0.2558210842
881	0.2557870574
882	0.255714038
883	0.2556158492
884	0.2555386298
885	0.255479535
886	0.2554214241
887	0.2553663128
888	0.2552694122
889	0.2552205632
890	0.2551679113
890	0.2522908172
891	0.2522140845
892	0.2521391174
893	0.2520873026
895	0.2548655113
896	0.2548217486
897	0.2547691762897	0.251866098
898	0.2517980107
899	0.2517575645
900	0.2517190041
901	0.2516349291
902	0.2515651756
903	0.25903	0.136904	0.25904	0.1366449397
905	0.2570131367
906	0.2569556342
4
896	0.07979251468

899	0.08447236695
900	0.08437932467
901	0.08427053763
9	0.07818771911
900	0.07805351822
901	0.07797443144
902	0.07791577304
903	0.07787430504
904	0.07781868023
905	0.07776762552
906	0.07768654638
907	0.07758982285
